Datetime,temperature(°C),temperature(°F),humidity(%),pressure(hPa)
07:54:39 15/01/2024, 17.11, 62.80, 45.13, 984.69
07:54:49 15/01/2024, 17.12, 62.81, 45.13, 984.73
07:54:59 15/01/2024, 17.12, 62.81, 45.14, 984.70
07:55:09 15/01/2024, 17.11, 62.79, 45.19, 984.60
07:55:19 15/01/2024, 17.14, 62.85, 45.16, 984.76
07:55:29 15/01/2024, 17.13, 62.84, 45.20, 984.70
07:55:39 15/01/2024, 17.15, 62.88, 45.19, 984.73
07:55:49 15/01/2024, 17.13, 62.84, 45.22, 984.61
07:55:59 15/01/2024, 17.12, 62.82, 45.28, 984.68
07:56:09 15/01/2024, 17.13, 62.84, 45.32, 984.72
07:56:19 15/01/2024, 17.12, 62.82, 45.45, 984.65
07:56:29 15/01/2024, 17.10, 62.79, 45.71, 984.79
07:56:39 15/01/2024, 17.09, 62.77, 45.91, 984.85
07:56:49 15/01/2024, 17.07, 62.72, 46.17, 984.54
07:56:59 15/01/2024, 17.05, 62.69, 46.39, 984.65
07:57:09 15/01/2024, 17.04, 62.68, 46.51, 984.63
07:57:19 15/01/2024, 17.03, 62.66, 46.69, 984.76
07:57:29 15/01/2024, 17.04, 62.68, 46.88, 984.74
07:57:39 15/01/2024, 17.04, 62.68, 46.91, 984.74
07:57:49 15/01/2024, 17.06, 62.70, 47.01, 984.74
07:58:00 15/01/2024, 17.06, 62.71, 47.05, 984.69
07:58:10 15/01/2024, 17.09, 62.76, 47.22, 984.68
07:58:20 15/01/2024, 17.08, 62.74, 47.39, 984.72
07:58:30 15/01/2024, 17.07, 62.73, 47.47, 984.77
07:58:40 15/01/2024, 17.07, 62.73, 47.50, 984.74
07:58:50 15/01/2024, 17.07, 62.72, 47.55, 984.73
07:59:00 15/01/2024, 17.05, 62.69, 47.61, 984.65
07:59:10 15/01/2024, 17.05, 62.69, 47.65, 984.71
07:59:20 15/01/2024, 17.04, 62.68, 47.72, 984.72
07:59:30 15/01/2024, 17.03, 62.66, 47.75, 984.76
07:59:40 15/01/2024, 17.03, 62.66, 47.79, 984.73
07:59:50 15/01/2024, 17.03, 62.65, 47.82, 984.72
08:00:00 15/01/2024, 17.02, 62.64, 47.85, 984.77
08:00:10 15/01/2024, 17.01, 62.62, 47.89, 984.70
08:00:20 15/01/2024, 16.98, 62.57, 47.93, 984.73
08:00:30 15/01/2024, 16.97, 62.55, 47.96, 984.72
08:00:40 15/01/2024, 16.96, 62.53, 48.03, 984.67
08:00:50 15/01/2024, 16.95, 62.51, 48.06, 984.66
08:01:00 15/01/2024, 16.95, 62.50, 48.10, 984.76
08:01:10 15/01/2024, 16.95, 62.50, 48.12, 984.76
08:01:20 15/01/2024, 16.94, 62.49, 48.17, 984.69
08:01:30 15/01/2024, 16.92, 62.46, 48.22, 984.72
08:01:40 15/01/2024, 16.91, 62.45, 48.27, 984.71
08:01:50 15/01/2024, 16.91, 62.45, 48.31, 984.65
08:02:00 15/01/2024, 16.90, 62.42, 48.36, 984.69
08:02:10 15/01/2024, 16.90, 62.42, 48.38, 984.74
08:02:20 15/01/2024, 16.89, 62.41, 48.41, 984.73
08:02:30 15/01/2024, 16.88, 62.38, 48.44, 984.82
08:02:40 15/01/2024, 16.87, 62.36, 48.49, 984.66
08:02:50 15/01/2024, 16.86, 62.35, 48.55, 984.62
08:03:00 15/01/2024, 16.85, 62.33, 48.57, 984.66
08:03:10 15/01/2024, 16.84, 62.31, 48.63, 984.70
08:03:21 15/01/2024, 16.84, 62.31, 48.65, 984.70
08:03:31 15/01/2024, 16.82, 62.28, 48.70, 984.76
08:03:41 15/01/2024, 16.81, 62.25, 48.74, 984.79
08:03:51 15/01/2024, 16.80, 62.24, 48.79, 984.74
08:04:01 15/01/2024, 16.79, 62.22, 48.87, 984.78
08:04:11 15/01/2024, 16.77, 62.19, 48.88, 984.76
08:04:21 15/01/2024, 16.78, 62.20, 48.94, 984.88
08:04:31 15/01/2024, 16.77, 62.18, 48.96, 984.78
08:04:41 15/01/2024, 16.76, 62.16, 49.04, 984.68
08:04:51 15/01/2024, 16.74, 62.13, 49.06, 984.70
08:05:01 15/01/2024, 16.74, 62.13, 49.07, 984.68
08:05:11 15/01/2024, 16.73, 62.11, 49.14, 984.69
08:05:21 15/01/2024, 16.71, 62.08, 49.16, 984.77
08:05:31 15/01/2024, 16.71, 62.07, 49.20, 984.79
08:05:41 15/01/2024, 16.70, 62.05, 49.27, 984.80
08:05:51 15/01/2024, 16.70, 62.06, 49.32, 984.78
08:06:01 15/01/2024, 16.68, 62.03, 49.35, 984.89
08:06:11 15/01/2024, 16.67, 62.00, 49.39, 984.87
08:06:21 15/01/2024, 16.66, 61.98, 49.43, 984.85
08:06:31 15/01/2024, 16.66, 61.98, 49.46, 984.79
08:06:41 15/01/2024, 16.65, 61.96, 49.50, 984.81
08:06:51 15/01/2024, 16.63, 61.94, 49.56, 984.79
08:07:01 15/01/2024, 16.62, 61.92, 49.59, 984.83
08:07:11 15/01/2024, 16.61, 61.91, 49.61, 984.84
08:07:21 15/01/2024, 16.61, 61.90, 49.68, 984.78
08:07:31 15/01/2024, 16.60, 61.89, 49.73, 984.88
08:07:41 15/01/2024, 16.60, 61.89, 49.73, 984.88
08:07:51 15/01/2024, 16.59, 61.87, 49.77, 984.84
08:08:01 15/01/2024, 16.59, 61.87, 49.79, 984.84
08:08:11 15/01/2024, 16.58, 61.85, 49.81, 984.74
08:08:21 15/01/2024, 16.58, 61.84, 49.85, 984.81
08:08:32 15/01/2024, 16.57, 61.83, 49.90, 984.83
08:08:42 15/01/2024, 16.57, 61.83, 49.93, 984.86
08:08:52 15/01/2024, 16.56, 61.81, 49.98, 984.82
08:09:02 15/01/2024, 16.55, 61.80, 50.00, 984.85
08:09:12 15/01/2024, 16.54, 61.78, 50.04, 984.73
08:09:22 15/01/2024, 16.53, 61.76, 50.10, 984.77
08:09:32 15/01/2024, 16.52, 61.73, 50.14, 984.77
08:09:42 15/01/2024, 16.51, 61.72, 50.17, 984.73
08:09:52 15/01/2024, 16.51, 61.72, 50.20, 984.76
08:10:02 15/01/2024, 16.51, 61.72, 50.24, 984.82
08:10:12 15/01/2024, 16.50, 61.70, 50.28, 984.77
08:10:22 15/01/2024, 16.49, 61.68, 50.32, 984.80
08:10:32 15/01/2024, 16.48, 61.67, 50.37, 984.82
08:10:42 15/01/2024, 16.47, 61.65, 50.41, 984.78
08:10:52 15/01/2024, 16.47, 61.64, 50.44, 984.80
08:11:02 15/01/2024, 16.46, 61.63, 50.47, 984.76
08:11:12 15/01/2024, 16.46, 61.63, 50.48, 984.82
08:11:22 15/01/2024, 16.45, 61.61, 50.52, 984.75
08:11:32 15/01/2024, 16.43, 61.58, 50.55, 984.72
08:11:42 15/01/2024, 16.44, 61.59, 50.57, 984.73
08:11:52 15/01/2024, 16.43, 61.57, 50.62, 984.71
08:12:02 15/01/2024, 16.42, 61.55, 50.66, 984.75
08:12:12 15/01/2024, 16.42, 61.55, 50.70, 984.75
08:12:22 15/01/2024, 16.41, 61.54, 50.74, 984.74
08:12:32 15/01/2024, 16.41, 61.53, 50.75, 984.73
08:12:42 15/01/2024, 16.40, 61.52, 50.79, 984.72
08:12:52 15/01/2024, 16.38, 61.48, 50.85, 984.72
08:13:02 15/01/2024, 16.38, 61.48, 50.86, 984.68
08:13:12 15/01/2024, 16.38, 61.48, 50.89, 984.68
08:13:22 15/01/2024, 16.38, 61.48, 50.93, 984.69
08:13:32 15/01/2024, 16.37, 61.47, 50.94, 984.81
08:13:42 15/01/2024, 16.37, 61.47, 50.95, 984.73
08:13:53 15/01/2024, 16.36, 61.45, 50.97, 984.85
08:14:03 15/01/2024, 16.36, 61.45, 51.01, 984.71
08:14:13 15/01/2024, 16.36, 61.45, 51.04, 984.85
08:14:23 15/01/2024, 16.35, 61.43, 51.11, 984.78
08:14:33 15/01/2024, 16.33, 61.39, 51.15, 984.80
08:14:43 15/01/2024, 16.32, 61.38, 51.16, 984.77
08:14:53 15/01/2024, 16.33, 61.39, 51.19, 984.86
08:15:03 15/01/2024, 16.32, 61.38, 51.26, 984.84
08:15:13 15/01/2024, 16.30, 61.34, 51.27, 984.78
08:15:23 15/01/2024, 16.30, 61.34, 51.32, 984.81
08:15:33 15/01/2024, 16.30, 61.35, 51.36, 984.79
08:15:43 15/01/2024, 16.29, 61.32, 51.37, 984.79
08:15:53 15/01/2024, 16.29, 61.33, 51.38, 984.83
08:16:03 15/01/2024, 16.29, 61.32, 51.40, 984.88
08:16:13 15/01/2024, 16.27, 61.29, 51.44, 984.85
08:16:23 15/01/2024, 16.26, 61.27, 51.47, 984.86
08:16:33 15/01/2024, 16.27, 61.28, 51.49, 984.79
08:16:43 15/01/2024, 16.27, 61.28, 51.52, 984.73
08:16:53 15/01/2024, 16.26, 61.27, 51.53, 984.84
08:17:03 15/01/2024, 16.27, 61.28, 51.54, 984.84
08:17:13 15/01/2024, 16.24, 61.23, 51.60, 984.80
08:17:23 15/01/2024, 16.24, 61.23, 51.64, 984.80
08:17:33 15/01/2024, 16.24, 61.23, 51.64, 984.77
08:17:43 15/01/2024, 16.24, 61.23, 51.68, 984.82
08:17:53 15/01/2024, 16.24, 61.23, 51.69, 984.85
08:18:03 15/01/2024, 16.24, 61.24, 51.69, 984.80
08:18:13 15/01/2024, 16.22, 61.20, 51.75, 984.83
08:18:23 15/01/2024, 16.23, 61.21, 51.75, 984.86
08:18:33 15/01/2024, 16.23, 61.21, 51.78, 984.83
08:18:43 15/01/2024, 16.23, 61.22, 51.79, 984.90
08:18:53 15/01/2024, 16.22, 61.20, 51.81, 984.94
08:19:04 15/01/2024, 16.21, 61.18, 51.85, 984.84
08:19:14 15/01/2024, 16.20, 61.16, 51.87, 984.79
08:19:24 15/01/2024, 16.20, 61.16, 51.90, 984.84
08:19:34 15/01/2024, 16.19, 61.14, 51.93, 984.83
08:19:44 15/01/2024, 16.19, 61.14, 51.97, 984.83
08:19:54 15/01/2024, 16.19, 61.15, 52.00, 984.86
08:20:04 15/01/2024, 16.18, 61.13, 52.02, 984.84
08:20:14 15/01/2024, 16.17, 61.10, 52.06, 984.77
08:20:24 15/01/2024, 16.17, 61.10, 52.10, 984.82
08:20:34 15/01/2024, 16.16, 61.09, 52.11, 984.81
08:20:44 15/01/2024, 16.15, 61.06, 52.14, 984.76
08:20:54 15/01/2024, 16.15, 61.06, 52.19, 984.82
08:21:04 15/01/2024, 16.14, 61.05, 52.19, 984.81
08:21:14 15/01/2024, 16.15, 61.06, 52.20, 984.82
08:21:24 15/01/2024, 16.13, 61.04, 52.22, 984.79
08:21:34 15/01/2024, 16.14, 61.05, 52.26, 984.74
08:21:44 15/01/2024, 16.13, 61.03, 52.28, 984.73
08:21:54 15/01/2024, 16.13, 61.03, 52.32, 984.73
08:22:04 15/01/2024, 16.13, 61.03, 52.31, 984.76
08:22:14 15/01/2024, 16.12, 61.01, 52.35, 984.77
08:22:24 15/01/2024, 16.11, 60.99, 52.36, 984.81
08:22:34 15/01/2024, 16.11, 60.99, 52.39, 984.81
08:22:44 15/01/2024, 16.10, 60.97, 52.43, 984.79
08:22:54 15/01/2024, 16.10, 60.97, 52.45, 984.82
08:23:04 15/01/2024, 16.10, 60.98, 52.46, 984.83
08:23:14 15/01/2024, 16.11, 61.00, 52.46, 984.76
08:23:24 15/01/2024, 16.10, 60.98, 52.49, 984.77
08:23:34 15/01/2024, 16.10, 60.98, 52.51, 984.77
08:23:44 15/01/2024, 16.09, 60.96, 52.56, 984.75
08:23:54 15/01/2024, 16.09, 60.96, 52.55, 984.78
08:24:04 15/01/2024, 16.08, 60.94, 52.58, 984.76
08:24:14 15/01/2024, 16.08, 60.94, 52.61, 984.76
08:24:25 15/01/2024, 16.07, 60.92, 52.63, 984.74
08:24:35 15/01/2024, 16.07, 60.92, 52.65, 984.77
08:24:45 15/01/2024, 16.07, 60.93, 52.67, 984.86
08:24:55 15/01/2024, 16.07, 60.92, 52.72, 984.74
08:25:05 15/01/2024, 16.07, 60.92, 52.69, 984.80
08:25:15 15/01/2024, 16.06, 60.91, 52.72, 984.76
08:25:25 15/01/2024, 16.06, 60.91, 52.73, 984.79
08:25:35 15/01/2024, 16.06, 60.91, 52.76, 984.84
08:25:45 15/01/2024, 16.04, 60.88, 52.78, 984.82
08:25:55 15/01/2024, 16.05, 60.89, 52.81, 984.80
08:26:05 15/01/2024, 16.04, 60.87, 52.80, 984.81
08:26:15 15/01/2024, 16.04, 60.88, 52.83, 984.82
08:26:25 15/01/2024, 16.04, 60.88, 52.85, 984.85
08:26:35 15/01/2024, 16.04, 60.88, 52.88, 984.87
08:26:45 15/01/2024, 16.04, 60.87, 52.89, 984.87
08:26:55 15/01/2024, 16.03, 60.86, 52.91, 984.86
08:27:05 15/01/2024, 16.02, 60.84, 52.95, 984.76
08:27:15 15/01/2024, 16.02, 60.84, 52.94, 984.84
08:27:25 15/01/2024, 16.01, 60.83, 52.97, 984.83
08:27:35 15/01/2024, 16.01, 60.83, 53.01, 984.74
08:27:45 15/01/2024, 16.02, 60.84, 53.01, 984.76
08:27:55 15/01/2024, 15.86, 60.55, 53.01, 984.53
08:28:05 15/01/2024, 16.02, 60.83, 53.01, 984.72
08:28:15 15/01/2024, 16.01, 60.83, 53.03, 984.83
08:28:25 15/01/2024, 16.02, 60.83, 53.01, 984.78
08:28:35 15/01/2024, 16.01, 60.83, 53.03, 984.80
08:28:45 15/01/2024, 16.00, 60.80, 53.07, 984.69
08:28:55 15/01/2024, 16.02, 60.83, 53.07, 984.72
08:29:05 15/01/2024, 16.01, 60.83, 53.10, 984.66
08:29:15 15/01/2024, 16.01, 60.83, 53.08, 984.80
08:29:25 15/01/2024, 16.00, 60.81, 53.14, 984.67
08:29:36 15/01/2024, 16.00, 60.80, 53.15, 984.75
08:29:46 15/01/2024, 15.99, 60.78, 53.17, 984.84
08:29:56 15/01/2024, 15.99, 60.78, 53.18, 984.73
08:30:06 15/01/2024, 15.98, 60.77, 53.20, 984.72
08:30:16 15/01/2024, 15.98, 60.77, 53.23, 984.72
08:30:26 15/01/2024, 15.97, 60.75, 53.29, 984.76
08:30:36 15/01/2024, 15.97, 60.74, 53.29, 984.78
08:30:46 15/01/2024, 15.96, 60.72, 53.35, 984.77
08:30:56 15/01/2024, 15.96, 60.73, 53.34, 984.69
08:31:06 15/01/2024, 15.95, 60.72, 53.36, 984.70
08:31:16 15/01/2024, 15.96, 60.73, 53.37, 984.77
08:31:26 15/01/2024, 15.96, 60.73, 53.41, 984.75
08:31:36 15/01/2024, 15.96, 60.73, 53.39, 984.69
08:31:46 15/01/2024, 15.96, 60.73, 53.41, 984.75
08:31:56 15/01/2024, 15.96, 60.73, 53.51, 984.75
08:32:06 15/01/2024, 15.97, 60.75, 53.44, 984.76
08:32:16 15/01/2024, 15.96, 60.73, 53.45, 984.83
08:32:26 15/01/2024, 15.96, 60.73, 53.56, 984.80
08:32:36 15/01/2024, 15.97, 60.74, 53.45, 984.70
08:32:46 15/01/2024, 15.96, 60.72, 53.46, 984.68
08:32:56 15/01/2024, 15.96, 60.73, 53.47, 984.75
08:33:06 15/01/2024, 15.96, 60.73, 53.50, 984.77
08:33:16 15/01/2024, 15.96, 60.72, 53.50, 984.74
08:33:26 15/01/2024, 15.95, 60.71, 53.52, 984.72
08:33:36 15/01/2024, 15.96, 60.72, 53.55, 984.74
08:33:46 15/01/2024, 15.95, 60.72, 53.55, 984.76
08:33:56 15/01/2024, 15.95, 60.72, 53.56, 984.76
08:34:06 15/01/2024, 15.96, 60.72, 53.55, 984.79
08:34:16 15/01/2024, 15.95, 60.72, 53.56, 984.76
08:34:26 15/01/2024, 15.95, 60.72, 53.57, 984.73
08:34:36 15/01/2024, 15.96, 60.72, 53.60, 984.74
08:34:46 15/01/2024, 15.95, 60.71, 53.62, 984.75
08:34:57 15/01/2024, 15.94, 60.70, 53.65, 984.71
08:35:07 15/01/2024, 15.95, 60.72, 53.63, 984.70
08:35:17 15/01/2024, 15.94, 60.70, 53.64, 984.69
08:35:27 15/01/2024, 15.94, 60.70, 53.65, 984.71
08:35:37 15/01/2024, 15.93, 60.68, 53.67, 984.75
08:35:47 15/01/2024, 15.93, 60.68, 53.69, 984.78
08:35:57 15/01/2024, 15.93, 60.67, 53.71, 984.69
08:36:07 15/01/2024, 15.92, 60.66, 53.72, 984.74
08:36:17 15/01/2024, 15.91, 60.63, 53.78, 984.82
08:36:27 15/01/2024, 15.90, 60.62, 53.83, 984.79
08:36:37 15/01/2024, 15.91, 60.64, 53.82, 984.75
08:36:47 15/01/2024, 15.90, 60.61, 53.88, 984.81
08:36:57 15/01/2024, 15.90, 60.62, 53.86, 984.76
08:37:07 15/01/2024, 15.90, 60.62, 53.89, 984.79
08:37:17 15/01/2024, 15.89, 60.61, 53.87, 984.69
08:37:27 15/01/2024, 15.92, 60.65, 53.87, 984.70
08:37:37 15/01/2024, 15.91, 60.63, 53.87, 984.74
08:37:47 15/01/2024, 15.90, 60.62, 53.89, 984.73
08:37:57 15/01/2024, 15.91, 60.63, 53.90, 984.71
08:38:07 15/01/2024, 15.90, 60.62, 53.93, 984.79
08:38:17 15/01/2024, 15.90, 60.62, 53.93, 984.76
08:38:27 15/01/2024, 15.90, 60.62, 53.93, 984.73
08:38:37 15/01/2024, 15.90, 60.62, 53.93, 984.73
08:38:47 15/01/2024, 15.90, 60.62, 53.95, 984.76
08:38:57 15/01/2024, 15.90, 60.61, 53.96, 984.83
08:39:07 15/01/2024, 15.90, 60.61, 53.99, 984.81
08:39:17 15/01/2024, 15.90, 60.62, 53.98, 984.76
08:39:27 15/01/2024, 15.90, 60.61, 53.99, 984.75
08:39:37 15/01/2024, 15.90, 60.62, 54.00, 984.79
08:39:47 15/01/2024, 15.89, 60.60, 53.99, 984.85
08:39:57 15/01/2024, 15.89, 60.61, 54.05, 984.74
08:40:07 15/01/2024, 15.88, 60.59, 54.07, 984.75
08:40:18 15/01/2024, 15.89, 60.61, 54.00, 984.80
08:40:28 15/01/2024, 15.89, 60.61, 54.03, 984.83
08:40:38 15/01/2024, 15.88, 60.59, 54.04, 984.78
08:40:48 15/01/2024, 15.88, 60.59, 54.07, 984.81
08:40:58 15/01/2024, 15.87, 60.57, 54.08, 984.85
08:41:08 15/01/2024, 15.87, 60.56, 54.09, 984.79
08:41:18 15/01/2024, 15.87, 60.57, 54.08, 984.85
08:41:28 15/01/2024, 15.87, 60.56, 54.13, 984.81
08:41:38 15/01/2024, 15.86, 60.55, 54.15, 984.89
08:41:48 15/01/2024, 15.87, 60.57, 54.16, 984.82
08:41:58 15/01/2024, 15.87, 60.56, 54.15, 984.92
08:42:08 15/01/2024, 15.86, 60.54, 54.22, 984.91
08:42:18 15/01/2024, 15.86, 60.54, 54.22, 984.80
08:42:28 15/01/2024, 15.87, 60.56, 54.22, 984.87
08:42:38 15/01/2024, 15.87, 60.56, 54.24, 984.90
08:42:48 15/01/2024, 15.86, 60.55, 54.24, 984.86
08:42:58 15/01/2024, 15.86, 60.55, 54.25, 984.91
08:43:08 15/01/2024, 15.86, 60.55, 54.32, 984.86
08:43:18 15/01/2024, 15.86, 60.54, 54.33, 984.85
08:43:28 15/01/2024, 15.85, 60.53, 54.31, 984.87
08:43:38 15/01/2024, 15.86, 60.55, 54.27, 984.83
08:43:48 15/01/2024, 15.86, 60.54, 54.27, 984.80
08:43:58 15/01/2024, 15.85, 60.53, 54.28, 984.73
08:44:08 15/01/2024, 15.85, 60.52, 54.27, 984.89
08:44:18 15/01/2024, 15.85, 60.52, 54.31, 984.86
08:44:28 15/01/2024, 15.84, 60.50, 54.32, 984.76
08:44:38 15/01/2024, 15.83, 60.50, 54.34, 984.84
08:44:48 15/01/2024, 15.82, 60.48, 54.36, 984.93
08:44:58 15/01/2024, 15.83, 60.49, 54.38, 984.86
08:45:08 15/01/2024, 15.83, 60.49, 54.38, 984.91
08:45:18 15/01/2024, 15.82, 60.48, 54.41, 984.85
08:45:28 15/01/2024, 15.82, 60.48, 54.41, 984.85
08:45:39 15/01/2024, 15.81, 60.46, 54.44, 984.89
08:45:49 15/01/2024, 15.80, 60.44, 54.45, 984.85
08:45:59 15/01/2024, 15.81, 60.45, 54.46, 984.83
08:46:09 15/01/2024, 15.80, 60.44, 54.47, 984.76
08:46:19 15/01/2024, 15.81, 60.46, 54.50, 984.83
08:46:29 15/01/2024, 15.80, 60.44, 54.50, 984.87
08:46:39 15/01/2024, 15.79, 60.42, 54.49, 984.80
08:46:49 15/01/2024, 15.79, 60.41, 54.51, 984.79
08:46:59 15/01/2024, 15.79, 60.41, 54.53, 984.85
08:47:09 15/01/2024, 15.79, 60.42, 54.56, 984.83
08:47:19 15/01/2024, 15.78, 60.40, 54.60, 984.87
08:47:29 15/01/2024, 15.78, 60.40, 54.57, 984.84
08:47:39 15/01/2024, 15.78, 60.40, 54.54, 984.81
08:47:49 15/01/2024, 15.79, 60.41, 54.58, 984.82
08:47:59 15/01/2024, 15.78, 60.40, 54.61, 984.84
08:48:09 15/01/2024, 15.77, 60.39, 54.64, 984.78
08:48:19 15/01/2024, 15.77, 60.39, 54.66, 984.77
08:48:29 15/01/2024, 15.76, 60.38, 54.71, 984.84
08:48:39 15/01/2024, 15.77, 60.39, 54.70, 984.88
08:48:49 15/01/2024, 15.76, 60.38, 54.74, 984.87
08:48:59 15/01/2024, 15.77, 60.39, 54.71, 984.88
08:49:09 15/01/2024, 15.77, 60.39, 54.71, 984.88
08:49:19 15/01/2024, 15.76, 60.38, 54.71, 984.90
08:49:29 15/01/2024, 15.76, 60.37, 54.74, 984.81
08:49:39 15/01/2024, 15.75, 60.36, 54.75, 984.80
08:49:49 15/01/2024, 15.75, 60.35, 54.74, 984.79
08:49:59 15/01/2024, 15.75, 60.35, 54.77, 984.85
08:50:09 15/01/2024, 15.74, 60.34, 54.76, 984.84
08:50:19 15/01/2024, 15.74, 60.33, 54.80, 984.86
08:50:29 15/01/2024, 15.74, 60.33, 54.82, 984.86
08:50:39 15/01/2024, 15.73, 60.31, 54.83, 984.90
08:50:50 15/01/2024, 15.73, 60.31, 54.83, 984.93
08:51:00 15/01/2024, 15.73, 60.31, 54.84, 984.79
08:51:10 15/01/2024, 15.72, 60.30, 54.85, 984.84
08:51:20 15/01/2024, 15.72, 60.30, 54.87, 984.78
08:51:30 15/01/2024, 15.72, 60.29, 54.91, 984.88
08:51:40 15/01/2024, 15.72, 60.29, 54.92, 984.96
08:51:50 15/01/2024, 15.73, 60.32, 54.88, 984.82
08:52:00 15/01/2024, 15.72, 60.30, 54.87, 984.86
08:52:10 15/01/2024, 15.72, 60.30, 54.88, 984.92
08:52:20 15/01/2024, 15.72, 60.29, 54.92, 984.85
08:52:30 15/01/2024, 15.72, 60.30, 54.88, 984.81
08:52:40 15/01/2024, 15.72, 60.30, 54.92, 984.92
08:52:50 15/01/2024, 15.72, 60.29, 54.94, 984.83
08:53:00 15/01/2024, 15.71, 60.28, 55.00, 984.85
08:53:10 15/01/2024, 15.71, 60.28, 54.97, 984.85
08:53:20 15/01/2024, 15.72, 60.29, 54.98, 984.88
08:53:30 15/01/2024, 15.71, 60.28, 55.00, 984.89
08:53:40 15/01/2024, 15.71, 60.28, 54.98, 984.90
08:53:50 15/01/2024, 15.70, 60.27, 55.04, 984.83
08:54:00 15/01/2024, 15.70, 60.27, 55.04, 984.89
08:54:10 15/01/2024, 15.69, 60.24, 55.06, 984.83
08:54:20 15/01/2024, 15.68, 60.23, 55.09, 984.88
08:54:30 15/01/2024, 15.68, 60.22, 55.09, 984.90
08:54:40 15/01/2024, 15.68, 60.22, 55.10, 984.85
08:54:50 15/01/2024, 15.68, 60.22, 55.13, 984.82
08:55:00 15/01/2024, 15.68, 60.22, 55.18, 984.85
08:55:10 15/01/2024, 15.68, 60.22, 55.18, 984.85
08:55:20 15/01/2024, 15.67, 60.20, 55.19, 984.77
08:55:30 15/01/2024, 15.66, 60.18, 55.21, 984.90
08:55:40 15/01/2024, 15.66, 60.18, 55.21, 984.87
08:55:50 15/01/2024, 15.67, 60.20, 55.20, 984.88
08:56:00 15/01/2024, 15.66, 60.19, 55.20, 984.90
08:56:11 15/01/2024, 15.65, 60.17, 55.22, 984.91
08:56:21 15/01/2024, 15.66, 60.18, 55.21, 984.87
08:56:31 15/01/2024, 15.66, 60.18, 55.20, 984.90
08:56:41 15/01/2024, 15.66, 60.18, 55.24, 984.90
08:56:51 15/01/2024, 15.64, 60.15, 55.26, 984.95
08:57:01 15/01/2024, 15.65, 60.17, 55.25, 984.99
08:57:11 15/01/2024, 15.64, 60.16, 55.29, 984.95
08:57:21 15/01/2024, 15.65, 60.17, 55.30, 984.88
08:57:31 15/01/2024, 15.64, 60.16, 55.31, 984.90
08:57:41 15/01/2024, 15.64, 60.16, 55.28, 984.84
08:57:51 15/01/2024, 15.64, 60.16, 55.31, 984.95
08:58:01 15/01/2024, 15.64, 60.15, 55.30, 984.89
08:58:11 15/01/2024, 15.64, 60.16, 55.31, 984.84
08:58:21 15/01/2024, 15.64, 60.15, 55.34, 984.92
08:58:31 15/01/2024, 15.64, 60.15, 55.36, 985.00
08:58:41 15/01/2024, 15.64, 60.15, 55.37, 984.89
08:58:51 15/01/2024, 15.63, 60.14, 55.37, 984.94
08:59:01 15/01/2024, 15.63, 60.14, 55.38, 984.94
08:59:11 15/01/2024, 15.63, 60.14, 55.40, 984.77
08:59:21 15/01/2024, 15.63, 60.13, 55.40, 984.98
08:59:31 15/01/2024, 15.63, 60.13, 55.40, 984.93
08:59:41 15/01/2024, 15.63, 60.13, 55.38, 984.96
08:59:51 15/01/2024, 15.63, 60.13, 55.39, 984.93
09:00:01 15/01/2024, 15.63, 60.13, 55.41, 984.96
09:00:11 15/01/2024, 15.62, 60.12, 55.44, 984.98
09:00:21 15/01/2024, 15.62, 60.12, 55.46, 984.98
09:00:31 15/01/2024, 15.62, 60.11, 55.47, 984.97
09:00:41 15/01/2024, 15.61, 60.10, 55.49, 984.93
09:00:51 15/01/2024, 15.61, 60.09, 55.49, 984.92
09:01:01 15/01/2024, 15.60, 60.08, 55.52, 984.94
09:01:11 15/01/2024, 15.61, 60.09, 55.53, 984.95
09:01:21 15/01/2024, 15.61, 60.09, 55.53, 984.95
09:01:31 15/01/2024, 15.61, 60.10, 55.55, 984.99
09:01:42 15/01/2024, 15.60, 60.08, 55.54, 984.89
09:01:52 15/01/2024, 15.60, 60.07, 55.58, 984.94
09:02:02 15/01/2024, 15.60, 60.07, 55.58, 984.96
09:02:12 15/01/2024, 15.59, 60.07, 55.58, 984.93
09:02:22 15/01/2024, 15.61, 60.09, 55.59, 985.03
09:02:32 15/01/2024, 15.60, 60.07, 55.62, 984.94
09:02:42 15/01/2024, 15.60, 60.08, 55.57, 984.94
09:02:52 15/01/2024, 15.60, 60.07, 55.61, 984.88
09:03:02 15/01/2024, 15.61, 60.09, 55.60, 984.92
09:03:12 15/01/2024, 15.61, 60.09, 55.62, 984.90
09:03:22 15/01/2024, 15.59, 60.06, 55.65, 985.00
09:03:32 15/01/2024, 15.58, 60.05, 55.63, 984.97
09:03:42 15/01/2024, 15.59, 60.06, 55.65, 984.95
09:03:52 15/01/2024, 15.59, 60.06, 55.67, 984.97
09:04:02 15/01/2024, 15.58, 60.04, 55.68, 984.96
09:04:12 15/01/2024, 15.58, 60.05, 55.70, 984.91
09:04:22 15/01/2024, 15.58, 60.04, 55.69, 985.04
09:04:32 15/01/2024, 15.58, 60.04, 55.73, 984.96
09:04:42 15/01/2024, 15.58, 60.05, 55.72, 984.97
09:04:52 15/01/2024, 15.57, 60.03, 55.73, 985.01
09:05:02 15/01/2024, 15.57, 60.03, 55.75, 985.01
09:05:12 15/01/2024, 15.57, 60.03, 55.78, 985.03
